"Novads","Skola","Kopvērtējums"
"Rojas novads","Mērsraga vidusskola",59.47%
"Rojas novads","Rojas vidusskola",64.92%
"Ropažu novads","Zaķumuižas pamatskola",60.27%
"Ropažu novads","Ropažu vidusskola",62.92%
"Rucavas novads","Rucavas pamatskola",69.19%
"Rucavas novads","Sikšņu pamatskola",54.55%
"Rugāju novads","Eglaines pamatskola",57.66%
"Rugāju novads","Rugāju novada vidusskola",63.16%
"Rundāles novads","Pilsrundāles vidusskola",65.36%
"Rūjienas novads","Jeru pamatskola",64.70%
"Rūjienas novads","Rūjienas vidusskola",67.55%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",78.86%
"Salacgrīvas novads","Salacgrīvas vidusskola",61.74%
"Salacgrīvas novads","Liepupes vidusskola",61.16%
"Salas novads","Biržu internātpamatskola",53.55%
"Salas novads","Biržu pamatskola",61.30%
"Salas novads","Salas vidusskola",67.12%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",65.81%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",60.64%
"Saldus novads","Saldus pamatskola",68.68%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",66.36%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",62.86%
"Saldus novads","Saldus novada pašvaldības Kurzemītes pamatskola",70.36%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",55.19%
"Saldus novads","Saldus novada pašvaldības Nīgrandes pamatskola",50.82%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",70.00%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",66.62%
"Saldus novads","Saldus novada pašvaldības Sātiņu pamatskola",61.54%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",62.36%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",62.61%
"Saldus novads","Saldus 2. vidusskola",66.93%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",70.37%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",68.27%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",59.32%
"Saldus novads","Saldus Vakara vidusskola",52.27%
"Saldus novads","Saldus ģimnāzija",79.05%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",54.91%
"Saulkrastu novads","Saulkrastu vidusskola",65.31%
"Saulkrastu novads","Zvejniekciema vidusskola",66.39%
"Sējas novads","Sējas pamatskola",61.82%
"Sējas novads","Murjāņu sporta ģimnāzija",61.67%
"Siguldas novads","Siguldas 1. pamatskola",57.44%
"Siguldas novads","Allažu pamatskola",76.97%
"Siguldas novads","Siguldas novada vidusskola",63.64%
"Siguldas novads","Siguldas pilsētas vidusskola",54.12%
"Siguldas novads","Siguldas Valsts ģimnāzija",75.76%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",66.83%
"Skrundas novads","Nīkrāces pamatskola",65.61%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",59.39%
"Skrundas novads","Skrundas vidusskola",68.64%
"Skrundas novads","Skrundas arodvidusskola",55.29%
"Skrundas novads","Rudbāržu internātpamatskola - rehabilitācijas centrs",79.09%
"Smiltenes novads","Bilskas pamatskola",50.26%
"Smiltenes novads","Blomes pamatskola",59.00%
"Smiltenes novads","Grundzāles pamatskola",62.58%
"Smiltenes novads","Palsmanes pamatskola",68.18%
"Smiltenes novads","Variņu pamatskola",75.68%
"Smiltenes novads","Smiltenes Centra vidusskola",63.45%
"Smiltenes novads","Smiltenes ģimnāzija",60.05%
"Stopiņu novads","Ulbrokas vidusskola",69.55%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",49.09%
"Talsu novads","Stendes pamatskola",57.27%
"Talsu novads","Talsu pamatskola",57.23%
"Talsu novads","Laucienes pamatskola",51.12%
"Talsu novads","Laucienes pamatskolas filiāle",70.00%
"Talsu novads","Pastendes pamatskola",53.05%
"Talsu novads","Pūņu pamatskola",70.91%
"Talsu novads","Virbu pamatskola",62.50%
"Talsu novads","Vandzenes pamatskola",61.58%
"Talsu novads","Sabiles vidusskola",68.74%
"Talsu novads","Talsu 2. vidusskola",65.67%
"Talsu novads","Talsu Kristīgā vidusskola",74.42%
"Talsu novads","Valdemārpils vidusskola",69.98%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",53.95%
"Talsu novads","Talsu Valsts ģimnāzija",71.52%
"Tērvetes novads","Bukaišu pamatskola",53.64%
"Tērvetes novads","Tērvetes pamatskola",67.42%
"Tērvetes novads","Annas Brigaderes pamatskola",66.03%
"Tērvetes novads","Augstkalnes vidusskola",57.62%
"Tukuma novads","Tukuma 2. pamatskola",65.84%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",60.22%
"Tukuma novads","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola, ""Dzīvā skola""",43.75%
"Tukuma novads","Pūres pamatskola",64.27%
"Tukuma novads","Tukuma 2. vidusskola",72.85%
"Tukuma novads","Džūkstes pamatskola",62.82%
"Tukuma novads","Irlavas vidusskola",57.01%
"Tukuma novads","Tumes vidusskola",58.59%
"Tukuma novads","Zemgales vidusskola",61.33%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",50.41%
"Tukuma novads","Tukuma Raiņa ģimnāzija",71.61%
"Vaiņodes novads","Vaiņodes vidusskola",66.15%
"Vaiņodes novads","Vaiņodes internātpamatskola",58.11%
"Valkas novads","Ērģemes pamatskola",67.73%
"Valkas novads","Kārķu pamatskola",66.36%
"Valkas novads","Ozolu pamatskola",59.09%
"Valkas novads","Vijciema pamatskola",65.27%
"Valkas novads","Valkas pamatskola",62.99%
"Valkas novads","Valkas ģimnāzija",71.95%
"Valmieras novads","Jaunburtnieku pamatskola",50.00%
"Valmieras novads","Jura Neikena Dikļu pamatskola",50.76%
"Valmieras novads","Kocēnu pamatskola",69.81%
"Valmieras novads","Rubenes pamatskola",74.96%
"Valmieras pilsēta","Valmieras 5. vidusskola",62.42%
"Valmieras pilsēta","Valmieras Viestura vidusskola",67.50%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",52.53%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",70.04%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",69.58%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",52.73%
"Varakļānu novads","Murmastienes pamatskola",70.00%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",65.45%
"Varakļānu novads","Varakļānu vidusskola",63.48%
"Vārkavas novads","Vanagu pamatskola",74.68%
"Vārkavas novads","Vārkavas pamatskola",66.36%
"Vārkavas novads","Vārkavas vidusskola",63.79%
"Vecpiebalgas novads","Inešu pamatskola",66.52%
"Vecpiebalgas novads","Taurenes pamatskola",63.03%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",51.56%
"Vecpiebalgas novads","Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts",42.73%
"Vecumnieku novads","Vecumnieku novada Domes Bārbeles pamatskola",70.76%
"Vecumnieku novads","Misas vidusskola",70.00%
"Vecumnieku novads","Skaistkalnes vidusskola",60.95%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",63.88%
"Vecumnieku novads","Vecumnieku vidusskola",62.20%
"Ventspils novads","Ances pamatskola",52.42%
"Ventspils novads","Jūrkalnes pamatskola",61.52%
"Ventspils novads","Popes pamatskola",62.99%
"Ventspils novads","Puzes pamatskola",64.09%
"Ventspils novads","Tārgales pamatskola",63.31%
"Ventspils novads","Užavas pamatskola",62.05%
"Ventspils novads","Zlēku pamatskola",51.41%
"Ventspils novads","Zūru pamatskola",69.68%
"Ventspils novads","Piltenes vidusskola",53.86%
"Ventspils novads","Ugāles vidusskola",56.73%
"Ventspils pilsēta","Ventspils 1. pamatskola",63.94%
"Ventspils pilsēta","Ventspils 2. pamatskola",64.47%
"Ventspils pilsēta","Ventspils 4. vidusskola",69.46%
"Ventspils pilsēta","Ventspils 5. vidusskola",62.63%
"Ventspils pilsēta","Ventspils 6. vidusskola",64.91%
"Ventspils pilsēta","Ventspils vakara vidusskola",60.00%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",81.66%
"Viesītes novads","Rites pamatskola",59.35%
"Viesītes novads","Viesītes vidusskola",64.83%
"Viļānu novads","Dekšāru pamatskola",51.14%
"Viļānu novads","Viļānu vidusskola",63.61%
"Zilupes novads","Zilupes vidusskola",56.67%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",65.45%
