"Reģistrācijas Nr.","IZM kods","Iestādes nosaukums","1.kl.","2.kl.","3.kl.","4.kl.","5.kl.","6.kl.","7.kl.","8.kl.","9.kl."
"4412900330","051209","Mārsnēnu pamatskola",2,7,1,4,3,10,10,6,10
"4412900328","051213","Amatas pamatskola",9,9,8,9,7,8,13,11,10
"4412900322","051214","Sērmūkšu pamatskola",3,2,8,8,4,5,5,3,3
"4412900318","051215","Skujenes pamatskola",8,2,6,7,3,6,6,5,4
"4412900315","051216","Straupes pamatskola",12,6,8,11,13,13,11,11,9
"4412900316","051218","Zaubes pamatskola",5,9,3,5,4,9,4,3,6
"4412900349","051219","Drabešu internātpamatskola",8,8,9,4,6,6,8,13,11
"4412900332","051221","Taurenes pamatskola",7,8,8,6,8,8,4,5,6
"4412901151","051224","Inešu pamatskola",2,4,6,7,3,3,7,5,2
"4412900319","051226","Rāmuļu pamatskola",8,7,7,9,10,8,10,10,11
"4412900324","051227","Liepas pamatskola",16,22,24,14,15,16,21,20,21
"4412901626","051228","Cēsu pilsētas pamatskola",73,42,63,48,74,47,35,33,37
"4412903034","051229","Dzērbenes vispārizglītojošā un mūzikas pamatskola",6,2,7,6,5,5,5,5,4
"4412801047","051280","Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",18,12,8,10,1,2,0,1,0
"4413900339","051301","Jaunpiebalgas vidusskola",24,27,26,28,34,28,20,36,26
"4413900337","051302","Līgatnes novada vidusskola",23,21,22,21,23,19,16,18,27
"4419902648","051303","Cēsu Valsts ģimnāzija",0,0,0,0,0,0,44,49,29
"4413900338","051304","Cēsu 2. vidusskola",0,0,0,0,0,2,5,13,21
"4413900341","051307","Vecpiebalgas vidusskola",20,18,14,19,13,16,12,21,20
"4413900335","051308","Nītaures vidusskola",5,11,9,5,10,8,8,16,8
"4413900336","051309","Priekuļu vidusskola",42,49,42,38,45,40,33,27,39
"4413900334","051310","Stalbes vidusskola",12,23,16,16,12,12,15,11,13
"4419900342","051311","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija",0,0,0,0,0,0,44,50,33
"4413900333","051312","Raunas vidusskola",18,15,20,15,18,19,12,21,14
"4414601647","051461","Cēsu 2. vakara (maiņu) vidusskola",0,0,0,0,0,1,7,8,10
"4422900347","052202","Spāres internātpamatskola",1,2,1,13,5,8,9,4,22
"4423901098","052301","Cēsu internātpamatskola - rehabilitācijas centrs",10,13,16,24,17,19,28,18,14
"4423901099","052302","Raiskuma internātpamatskola – rehabilitācijas centrs",8,7,10,15,12,13,15,12,20
"4212900508","061201","Subates pamatskola",4,12,4,8,3,0,11,9,9
"4212900501","061204","Eglaines pamatskola (Ilūkstes novads)",8,7,9,8,7,9,7,13,14
"4212900502","061205","Kalupes pamatskola",8,0,8,7,13,9,6,7,7
"4212900499","061209","Birznieku pamatskola",0,6,6,5,6,7,5,10,0
"4212900511","061210","Naujenes pamatskola",11,12,10,9,21,14,14,14,14
"4212900509","061211","Tabores pamatskola",11,0,8,0,8,9,3,8,3
"4212900510","061213","Nīcgales pamatskola",6,11,7,7,0,5,0,10,5
"4212900503","061214","Skrudalienas pamatskola",6,7,0,6,8,8,3,5,4
"4212900498","061215","Randenes pamatskola",12,8,7,8,6,4,4,4,0
"4212900506","061217","Lāču pamatskola",9,11,14,16,9,13,10,19,10
"4212900504","061218","Biķernieku pamatskola",5,6,10,6,6,7,10,11,7
"4212902413","061219","Silenes pamatskola",9,8,8,3,8,3,7,7,6
"4212902988","061220","Medumu pamatskola",9,0,7,0,10,7,8,7,8
"4213900513","061301","Ilūkstes 1. vidusskola",19,17,25,33,18,24,19,32,36
"4213902826","061302","Ilūkstes Sadraudzības vidusskola",12,9,12,12,5,12,12,16,14
"4213900512","061307","Salienas vidusskola",8,9,9,7,9,11,7,12,9
"4213900519","061308","Sventes vidusskola",7,8,7,12,9,6,9,14,8
"4213900514","061310","Špoģu vidusskola",30,32,24,25,32,27,29,31,34
"4213901322","061311","Vaboles vidusskola",0,14,8,10,9,10,8,15,16
"4213900517","061313","Zemgales vidusskola (Daugavpils novads)",10,9,12,8,12,9,11,11,13
"4213903005","061314","Bebrenes vispārizglītojošā un profesionālā vidusskola",7,11,0,8,9,5,15,11,12
"4222900868","062201","Medumu internātpamatskola",0,6,3,14,10,20,17,19,20
"4222900521","062202","Raudas internātpamatskola",1,6,1,3,7,4,6,4,7
"4511900865","071102","Dobeles sākumskola",34,41,21,29,0,0,0,0,0
"4511903050","071103","Lejasstrazdu sākumskola",5,10,8,3,9,12,0,0,0
"4511903051","071104","Krimūnu sākumskola",4,10,7,10,9,11,0,0,0
"4512900869","071202","Annenieku pamatskola",5,12,14,9,8,7,4,7,5
"4512900872","071203","Annas Brigaderes pamatskola",11,8,13,17,18,9,9,17,18
"4512900867","071206","Bikstu pamatskola",8,9,9,10,10,10,10,6,10
"4512900881","071212","Mežinieku pamatskola",8,12,10,14,10,13,10,13,9
"4512900878","071213","Penkules pamatskola",10,10,8,1,11,7,12,14,13
"4512900882","071219","Dobeles Kristīgā pamatskola",21,14,28,22,28,33,20,31,25
"4512900874","071221","Gardenes pamatskola",11,17,23,13,13,11,17,9,10
"4513900885","071301","Auces vidusskola",55,51,48,42,49,34,46,59,36
"4513900884","071302","Bēnes vidusskola",17,14,26,19,16,17,19,20,20
"4519902412","071303","Dobeles Valsts ģimnāzija",0,0,0,0,0,0,56,60,55
"4513900890","071308","Dobeles 1. vidusskola",103,73,71,69,111,104,39,53,51
"4513903044","071309","Augstkalnes vidusskola",25,16,14,18,15,9,21,19,21
"4520900892","072201","Bērzupes speciālā internātpamatskola",6,7,8,7,5,3,1,6,5
"4531902884","073101","Dobeles Amatniecības un vispārizglītojošā vidusskola",0,0,0,0,0,0,6,15,23
"4411900950","081101","Gulbenes Bērzu sākumskola",24,15,33,30,29,32,0,0,0
"4412900948","081202","Daukstes pamatskola",2,1,3,5,3,9,7,10,10
"4412900951","081203","Druvienas pamatskola",3,3,2,4,6,6,10,5,5
"4412900947","081204","Galgauskas pamatskola",6,7,5,9,7,8,8,11,14
"4412900945","081206","K. Valdemāra pamatskola",3,11,9,0,7,7,6,7,9
"4412900958","081207","Litenes pamatskola",5,4,10,0,4,7,7,5,4
"4412900955","081209","Rankas pamatskola",10,9,10,7,9,7,8,12,11
"4412900962","081212","Stāmerienas pamatskola",3,7,9,2,6,11,14,7,10
"4412900959","081214","Tirzas pamatskola",9,5,6,11,9,11,11,11,15
"4412900952","081215","Stāķu pamatskola",12,9,15,11,14,16,6,26,10
"4413900967","081301","Gulbenes vidusskola",38,44,40,32,24,22,29,32,22
"4413900966","081302","Gulbenes 2. vidusskola",42,49,25,40,46,31,36,51,31
"4413900965","081303","Gulbīša vidusskola",4,11,6,4,6,7,6,7,6
"4413900964","081304","Lejasciema vidusskola",11,12,9,14,8,11,7,16,13
"4413900963","081305","Lizuma vidusskola",9,9,12,7,12,13,12,11,13
"4419902731","081306","Gulbenes novada valsts ģimnāzija",0,0,0,0,0,0,23,31,34
"4414900969","081401","Gulbenes Vakara (maiņu) vidusskola",0,0,0,0,0,0,0,0,10
"4422900923","082201","Sveķu internātpamatskola",5,2,4,8,10,4,9,8,12
"4512900847","091201","Aizupes pamatskola",32,28,36,24,20,17,15,20,15
"4512900843","091202","Vilces pamatskola",12,14,12,10,8,12,10,8,16
"4512900860","091205","Garozas pamatskola",11,8,11,7,11,10,9,11,8
"4512900848","091208","Sesavas pamatskola",7,11,15,13,6,10,15,13,13
"4512900841","091209","Teteles pamatskola",23,11,19,19,23,16,23,18,15
"4512900842","091211","Svētes pamatskola",27,14,16,18,25,20,13,15,13
"4512900845","091212","Šķibes pamatskola",10,17,20,16,16,11,14,9,18
"4512900852","091216","Salgales pamatskola",11,9,5,9,9,6,12,15,11
"4513900859","091301","Elejas vidusskola",36,35,38,23,28,29,28,33,31
"4513900856","091303","Ozolnieku vidusskola",83,63,71,57,52,44,40,40,34
"4513900858","091304","Kalnciema vidusskola",15,16,13,19,18,18,20,8,20
"4513900861","091305","Vircavas vidusskola",24,23,18,26,29,26,26,26,26
"4513901729","091306","Līvbērzes vidusskola",21,19,10,18,11,15,11,5,10
"4513902499","091307","Kalnciema pagasta vidusskola",9,14,19,15,17,8,15,13,22
"4513902755","091308","Staļģenes vidusskola",18,20,22,30,16,30,22,18,20
"4513902986","091309","Zaļenieku komerciālā un amatniecības vidusskola",14,12,13,10,17,15,15,14,17
"4515900863","091501","Jelgavas novada Neklātienes vidusskola",0,0,0,0,1,0,2,3,17
"4522900862","092201","Lielplatones internātpamatskola",1,3,12,12,15,17,10,4,24
"4511902965","101105","Variešu sākumskola",6,8,4,5,2,0,0,0,0
"4512900275","101201","Krustpils pamatskola",9,19,25,22,23,16,21,20,21
"4512900267","101203","Ābeļu pamatskola",10,10,10,13,17,11,15,6,11
"4512900268","101204","Bērzgala pamatskola",2,0,3,2,3,2,0,0,4
"4512900269","101205","Biržu pamatskola",10,10,10,9,10,10,9,9,9
"4512900270","101206","Dignājas pamatskola",2,5,3,2,5,2,4,4,5
"4512900271","101207","Dunavas pamatskola",1,1,1,2,4,2,3,2,8
"4512900273","101209","Gārsenes pamatskola",1,3,4,2,0,3,0,5,3
"4512900280","101212","Rites pamatskola",4,10,0,7,10,0,13,6,11
"4512900281","101213","Rubeņu pamatskola",4,5,5,4,10,10,9,8,7
"4512900284","101217","Sūnu pamatskola",9,15,16,10,12,9,10,10,12
"4512900286","101218","Vīpes pamatskola",4,2,9,2,6,2,3,5,8
"4512900265","101219","Biržu internātpamatskola",11,14,18,16,17,22,14,21,15
"4512900266","101220","Asares pamatskola",2,2,2,5,3,0,2,7,1
"4512900278","101222","Mežāres pamatskola",4,4,4,5,4,6,12,6,5
"1012902246","101225","Jēkabpils pamatskola",129,136,121,94,110,102,0,0,0
"4513900255","101301","Aknīstes vidusskola",18,14,18,16,13,10,16,13,15
"1019900257","101302","Jēkabpils Valsts ģimnāzija",0,0,0,0,0,0,79,112,99
"1013900258","101303","Jēkabpils 2. vidusskola",72,56,43,71,62,57,59,65,49
"1013900259","101304","Jēkabpils 3. vidusskola",46,59,45,48,58,43,57,55,58
"4513900262","101306","Viesītes vidusskola",27,28,29,28,32,28,20,26,32
"4513900256","101307","Brāļu Skrindu Atašienes vidusskola",2,8,0,5,11,1,10,2,12
"4513900261","101308","Salas vidusskola",30,26,20,28,24,25,22,18,19
"4513900263","101309","Zasas vidusskola",9,9,12,13,7,11,15,18,16
"1014900264","101401","Jēkabpils vakara vidusskola",0,0,0,0,0,2,7,11,19
"4520901242","102202","Antūžu speciālā internātpamatskola",8,1,8,4,4,10,8,7,28
"4211900554","111102","Konstantinovas sākumskola",3,1,2,3,0,3,0,0,0
"4211900555","111103","Sauleskalna sākumskola",3,3,0,5,0,5,0,0,0
"4211903048","111104","Skaistas sākumskola",2,0,6,0,0,0,0,0,0
"4212900565","111201","Rīgas un visas Latvijas Metropolīta Aleksandra (Kudrjašova) Grāveru pamatskola",3,0,5,3,9,0,0,6,0
"4212900561","111202","Kalniešu pamatskola",4,6,7,5,5,2,3,5,6
"4212900551","111206","Robežnieku pamatskola",4,8,8,5,7,6,6,11,13
"4212900568","111208","Andrupenes pamatskola",6,6,8,9,6,9,9,7,8
"4212900566","111209","Asūnes pamatskola",6,5,3,1,5,6,8,9,11
"4212900569","111210","Krāslavas gr. Plāteru v.n. Poļu pamatskola",1,5,6,4,4,5,3,5,8
"4212900567","111211","Andzeļu pamatskola",7,3,0,3,4,9,6,7,5
"4212900559","111213","Šķaunes pamatskola",7,2,6,2,7,3,5,7,2
"4212900558","111214","Šķeltovas pamatskola",7,0,6,4,4,5,8,8,0
"4212900562","111217","Aulejas pamatskola",2,2,3,2,4,2,2,2,4
"4212900563","111218","Izvaltas pamatskola",4,6,5,8,0,7,10,11,10
"4212900553","111223","Krāslavas pamatskola",45,37,51,45,44,36,29,58,36
"4212902579","111224","Priežmalas pamatskola",6,3,4,7,5,1,3,6,7
"4213900573","111301","Dagdas vidusskola",37,34,21,26,33,41,33,42,34
"4219902694","111302","Krāslavas Valsts ģimnāzija",0,0,0,0,0,0,19,0,18
"4213900576","111304","Krāslavas Varavīksnes vidusskola",52,45,56,38,54,46,49,40,51
"4213900572","111305","Ezernieku vidusskola",9,14,12,7,15,17,13,21,11
"4213900574","111306","Indras vidusskola",5,7,12,7,13,14,10,11,11
"4222900579","112201","Aleksandrovas internātpamatskola",2,6,2,9,6,10,7,11,7
"4111901199","121104","Kuldīgas Alternatīvā sākumskola",53,47,55,45,39,31,0,0,0
"4112901194","121202","Ēdoles pamatskola",8,8,9,7,9,12,10,13,18
"4112901185","121203","Nīkrāces pamatskola",7,10,8,5,5,7,7,7,8
"4112901184","121204","Laidu pamatskola",14,10,9,10,6,7,11,6,15
"4112901183","121207","Oskara Kalpaka Rudbāržu pamatskola",4,2,8,5,5,8,9,11,11
"4112901179","121209","Turlavas pamatskola",9,8,7,12,6,8,5,9,6
"4112901178","121210","Vārmes pamatskola",12,11,9,11,18,14,11,9,8
"4112901193","121211","Vilgāles pamatskola",9,6,10,12,9,12,11,14,9
"4112901203","121213","Jaunmuižas pamatskola",2,2,2,5,3,3,1,0,0
"4112901848","121215","Kuldīgas pamatskola",31,24,21,31,35,27,31,35,28
"4112902771","121216","Z.A. Meierovica Kabiles pamatskola",8,10,9,9,10,9,8,12,9
"4113901196","121301","Alsungas vidusskola",6,16,14,17,16,10,9,20,17
"4116901197","121302","V. Plūdoņa Kuldīgas ģimnāzija",0,0,0,0,0,0,33,32,32
"4113901191","121303","Kuldīgas 2. vidusskola",35,21,27,27,39,33,46,39,56
"4113901192","121304","Kuldīgas Centra vidusskola",87,67,58,48,57,61,60,43,51
"4113901187","121305","Skrundas vidusskola",37,34,35,24,38,36,33,41,33
"4113901189","121309","Kuldīgas Mākslas un humanitāro zinību vidusskola",26,28,24,20,26,25,18,27,24
"4124901177","122201","Pelču speciālā internātpamatskola-attīstības centrs",15,12,10,13,9,10,14,16,34
"4123900928","122301","Rudbāržu internātpamatskola - rehabilitācijas centrs",0,4,1,1,5,9,12,5,7
"4111901002","131101","Grobiņas pagasta sākumskola",11,7,8,9,0,0,0,0,0
"4112901323","131202","Vaiņodes internātpamatskola",5,8,8,4,7,8,14,11,16
"4112901031","131203","Aizputes pagasta pamatskola",13,11,8,10,9,10,8,12,10
"4112901028","131204","Apriķu pamatskola",3,9,3,6,7,5,6,0,9
"4112901030","131205","Bārtas pamatskola",3,6,10,3,4,2,0,8,5
"4112901029","131206","A. Spāģa Dunalkas pamatskola",5,6,4,4,5,8,3,1,2
"4112901027","131207","Dzērves pamatskola",9,12,10,8,9,9,13,16,8
"4112901026","131209","Gaviezes pamatskola",4,6,7,7,5,4,7,4,6
"4112901016","131210","Gramzdas pamatskola",5,5,9,4,7,6,6,7,4
"4112901018","131211","Kalētu pamatskola",8,12,12,15,14,5,5,8,13
"4112901020","131212","Kalvenes pamatskola",8,6,8,5,9,9,5,8,5
"4112901021","131213","Kapsēdes pamatskola",13,15,9,12,13,8,12,9,7
"4112901019","131214","Māteru Jura Kazdangas pamatskola",15,10,10,19,13,15,20,17,15
"4112901033","131215","Krotes Kronvalda Ata pamatskola",11,11,9,8,8,10,11,6,9
"4112901024","131216","Rudes pamatskola",7,7,4,8,8,0,5,3,7
"4112901043","131217","Sikšņu pamatskola (Rucavas novads)",5,4,4,9,7,6,4,8,4
"4112901023","131219","Vērgales pamatskola",14,18,8,6,10,13,11,15,9
"4112901022","131220","Virgas pamatskola",10,6,5,8,11,8,6,10,9
"4112902528","131223","Rucavas pamatskola",6,7,8,6,6,8,9,10,4
"4112900996","131224","Grobiņas pamatskola",66,65,53,38,59,63,37,23,29
"4113901044","131301","Aizputes vidusskola",51,40,54,32,45,34,41,48,51
"4113900995","131302","Ata Kronvalda Durbes vidusskola",21,14,19,12,15,20,14,17,11
"4113901000","131304","Priekules vidusskola",15,29,22,32,22,28,27,18,21
"4113900999","131306","Vaiņodes vidusskola",23,23,22,21,17,24,18,21,29
"4113900998","131307","Nīcas vidusskola",22,21,15,15,15,17,16,20,18
"4113900994","131311","Pāvilostas vidusskola",8,7,12,14,8,9,14,14,9
"4116902610","131312","Grobiņas ģimnāzija",0,0,0,0,0,0,18,44,27
"4115901036","131501","Aizputes novada Neklātienes vidusskola",0,0,0,0,0,2,2,5,14
"4120901035","132202","Lažas speciālā internātpamatskola",5,3,0,7,13,9,9,9,9
"4122901034","132203","Purmsātu speciālā internātpamatskola",7,0,0,6,7,5,0,14,19
"4311902862","141106","Limbažu sākumskola",75,75,60,48,51,64,0,0,0
"4312900160","141201","Krišjāņa Valdemāra Ainažu pamatskola",10,1,10,11,9,8,14,6,13
"4312900169","141208","Garlība Merķeļa Lēdurgas pamatskola",9,11,0,13,7,9,17,13,9
"4312900171","141210","Pāles pamatskola",7,9,9,10,9,15,9,9,9
"4312900175","141213","Umurgas pamatskola",16,14,12,7,14,14,17,16,16
"4312900176","141214","Vidrižu pamatskola",12,8,11,11,7,11,11,13,6
"4312900178","141215","Baumaņu Kārļa Viļķenes pamatskola",5,13,11,8,10,6,10,8,5
"4312900170","141218","Ozolmuižas pamatskola",4,10,1,4,4,5,10,7,7
"4312900167","141219","Lādezera pamatskola",15,14,15,12,26,14,15,20,12
"4313900157","141301","Alojas Ausekļa vidusskola",28,21,24,34,24,17,18,22,22
"4313900159","141304","Salacgrīvas vidusskola",34,39,41,34,43,42,39,34,40
"4313900158","141305","Liepupes vidusskola",14,15,9,13,12,14,11,13,9
"4313901881","141306","Limbažu 3. vidusskola",42,24,41,32,29,32,43,45,47
"4313902604","141307","Staiceles vidusskola",18,18,18,17,17,14,12,16,18
"4316901395","141308","Limbažu novada ģimnāzija",0,0,0,0,0,0,40,59,39
"4322900181","142201","Katvaru internātpamatskola",3,2,1,8,4,4,8,5,10
"4212900463","151205","Mežvidu pamatskola (Kārsavas novads)",11,9,5,8,7,9,8,3,12
"4212900456","151207","Nirzas pamatskola",4,3,6,4,4,11,4,3,6
"4212900453","151209","Pildas pamatskola",10,7,7,9,0,12,14,13,13
"4212900452","151211","Mērdzenes pamatskola",13,3,6,4,6,11,3,12,12
"4212900451","151212","Pušmucovas pamatskola",6,3,6,5,9,9,10,4,9
"4212900450","151213","Salnavas pamatskola",4,6,3,13,3,7,8,6,9
"4212900459","151217","Ludzas Mūzikas pamatskola",18,22,18,15,0,0,0,0,0
"4216900471","151302","Ludzas pilsētas ģimnāzija",36,51,26,30,63,60,54,43,67
"4213900476","151303","Zilupes vidusskola",28,23,39,33,31,30,36,44,30
"4213900473","151304","Ciblas vidusskola",9,13,10,10,10,14,14,10,11
"4213900474","151305","Istras vidusskola",2,3,8,2,9,1,14,7,9
"4213900475","151308","Ludzas 2. vidusskola",40,33,37,42,42,39,32,37,20
"4213902516","151310","Kārsavas vidusskola",29,25,22,25,23,30,22,35,32
"4214900477","151401","Ludzas novada vakara vidusskola",0,0,0,0,0,0,0,0,10
"4220900478","152201","Ezersalas speciālā internātpamatskola",2,3,3,2,1,4,6,2,30
"4412900105","161202","Cesvaines internātpamatskola",5,6,5,4,9,9,10,7,8
"4412900126","161203","Barkavas pamatskola",10,4,12,11,7,10,9,12,9
"4412900125","161204","Bērzaunes pamatskola",12,12,12,6,6,10,7,15,0
"4412900124","161205","Degumnieku pamatskola",9,5,7,2,5,7,7,5,5
"4412900123","161206","Dzelzavas pamatskola",10,4,10,4,9,12,16,10,9
"4412900120","161210","Kusas pamatskola",9,11,0,12,13,5,14,6,7
"4412900119","161211","Lazdonas pamatskola",2,4,6,7,4,3,10,5,4
"4412900117","161213","Liezēres pamatskola",5,10,10,8,8,4,7,12,10
"4412900116","161214","Mārcienas pamatskola",10,3,3,7,3,0,0,10,4
"4412900113","161215","Murmastienes pamatskola",3,5,8,2,2,5,6,7,5
"4412900115","161216","Meirānu Kalpaka pamatskola",4,5,4,8,5,2,2,5,6
"4412900114","161217","Mētrienas pamatskola",8,3,3,0,3,8,3,7,5
"4412900111","161219","Praulienas pamatskola",16,10,9,9,10,10,7,11,6
"4412900109","161220","Jāņa Zālīša Sausnējas pamatskola",4,6,5,4,8,6,6,8,3
"4412900110","161221","Sarkaņu pamatskola",4,2,8,7,5,2,1,3,8
"4412900108","161222","Varakļānu novada pašvaldības Stirnienes pamatskola",2,2,2,3,2,3,5,3,1
"4412900106","161223","Vestienas pamatskola",5,3,5,8,6,8,8,4,4
"4412900122","161224","Kalsnavas pamatskola",14,11,15,17,17,14,20,18,13
"4412802815","161281","Kristiāna Dāvida pamatskola",0,1,3,2,1,4,3,5,4
"4413900133","161301","Cesvaines vidusskola",30,27,20,26,29,27,26,31,31
"4413900131","161302","Ērgļu vidusskola",20,25,26,28,18,20,15,17,20
"4413902416","161303","Madonas pilsētas 1. vidusskola",77,79,64,48,87,73,46,47,42
"4413900132","161304","Madonas pilsētas 2. vidusskola",20,23,35,39,23,24,24,26,27
"4413900130","161305","Lubānas vidusskola",19,19,16,16,21,16,21,17,10
"4413900128","161306","Varakļānu vidusskola",27,29,16,20,32,19,21,17,15
"4413900129","161307","Andreja Eglīša Ļaudonas vidusskola",11,16,18,13,30,13,9,18,20
"4419902408","161308","Madonas Valsts ģimnāzija",0,0,0,0,0,0,26,28,58
"4414900127","161401","Madonas Vakara un neklātienes vidusskola",0,0,0,0,0,0,0,4,14
"4422900104","162201","Dzelzavas internātpamatskola",4,0,7,7,3,5,6,8,36
"4311900200","171101","Ogres sākumskola",117,118,111,89,81,80,0,0,0
"4312900195","171202","Lielvārdes pamatskola",43,28,26,24,38,27,31,26,17
"4312901328","171203","Birzgales pamatskola",11,8,8,6,11,16,7,15,11
"4312900196","171206","Ķeipenes pamatskola",8,10,11,14,14,13,8,10,9
"4312901329","171208","Lēdmanes pamatskola",11,10,13,12,12,8,20,13,12
"4312900199","171210","Tīnūžu pamatskola",27,23,14,18,22,19,16,16,12
"4312900194","171215","Ogresgala pamatskola",21,22,21,18,12,13,20,17,20
"4312902972","171216","Taurupes pamatskola",11,12,10,18,5,16,10,6,16
"4313901327","171301","Jaunogres vidusskola",53,74,68,48,59,58,48,49,43
"4313901694","171302","Edgara Kauliņa Lielvārdes vidusskola",45,50,42,46,44,42,47,47,32
"4313900189","171303","Ogres 1. vidusskola",121,133,101,81,95,101,100,84,82
"4313900188","171305","Madlienas vidusskola",36,25,22,18,24,21,26,30,19
"4313900187","171306","Suntažu vidusskola",30,21,24,29,23,18,18,28,27
"4313901325","171308","Jumpravas vidusskola",19,19,27,25,19,13,22,17,11
"4313900190","171309","Ikšķiles vidusskola",125,106,103,90,81,63,54,48,51
"4313900201","171310","Ķeguma komercnovirziena vidusskola",29,32,34,17,37,21,28,26,32
"4319901137","171311","Ogres Valsts ģimnāzija",0,0,0,0,0,0,80,102,57
"4320901056","172201","Jumpravas speciālā internātpamatskola",3,3,5,7,12,7,6,2,6
"4323901430","172301","Suntažu internātpamatskola - rehabilitācijas centrs",9,6,7,0,3,6,13,8,6
"4212900360","181203","Dravnieku pamatskola",4,3,3,2,5,11,12,7,10
"4212900366","181204","Jaunsilavas pamatskola",13,12,17,15,16,15,12,13,9
"4212900364","181206","Galēnu pamatskola",11,6,4,6,8,8,8,7,9
"4212900365","181207","Jersikas pamatskola",9,8,9,16,12,12,10,11,11
"4212900367","181208","Pelēču pamatskola",4,8,7,9,5,8,2,7,12
"4212900372","181209","Priekuļu pamatskola",6,1,1,1,3,3,5,0,4
"4212900368","181211","Rožupes pamatskola",9,8,7,6,3,8,12,15,11
"4212900370","181212","Salas pamatskola",4,3,4,4,6,7,6,5,7
"4212900358","181214","Sīļukalna pamatskola",2,1,5,5,2,7,1,9,0
"4212900357","181215","Sutru pamatskola",4,3,4,2,0,0,5,6,8
"4212900353","181217","Vārkavas pamatskola",2,3,4,0,7,1,4,4,8
"4212900373","181218","Rušonas pamatskola",7,7,10,7,7,8,7,8,6
"4212900356","181220","Preiļu 1. pamatskola",50,57,61,51,44,46,58,58,50
"4213900374","181301","Līvānu 1. vidusskola",63,38,46,35,45,41,45,35,49
"4213900387","181302","Līvānu 2. vidusskola",30,22,17,21,32,20,20,12,23
"4213900386","181304","Preiļu 2. vidusskola",28,19,16,17,18,11,15,16,12
"4213900381","181305","Aglonas vidusskola",10,12,9,7,11,11,17,15,17
"4213900379","181306","Riebiņu vidusskola",15,10,14,18,14,12,16,18,11
"4213900378","181307","Rudzātu vidusskola",4,8,11,8,5,5,8,5,7
"4213900377","181308","Vārkavas vidusskola",7,10,12,11,9,11,10,14,15
"4213900380","181309","Aglonas internātvidusskola",8,4,4,8,13,9,14,14,11
"4216800388","181381","Aglonas Katoļu ģimnāzija",1,1,0,1,0,0,1,1,1
"4214900375","181401","Preiļu novada Vakara (maiņu) un neklātienes vidusskola",0,0,0,0,0,0,8,8,11
"4214900376","181402","Līvānu novada Vakara (maiņu) vidusskola",0,0,0,0,0,0,5,5,11
"4220900355","182201","Rudzātu speciālā internātpamatskola",3,5,8,3,10,9,5,5,12
"4212901166","191204","Dekšāru pamatskola",5,7,8,9,9,13,12,10,4
"4212901145","191207","Feimaņu pamatskola",0,10,11,13,10,8,8,13,11
"4212901156","191209","Jaunstrūžānu pamatskola",1,9,11,6,10,6,9,8,11
"4212901141","191210","Kalnezeru Katoļu pamatskola",5,6,3,2,4,3,4,11,7
"4212901165","191217","Rēznas pamatskola",12,12,13,10,15,11,16,17,19
"4212901167","191219","Sakstagala Jāņa Klīdzēja pamatskola",16,9,11,16,20,13,11,18,17
"4212901168","191229","Verēmu pamatskola",14,8,5,7,9,8,2,13,8
"4212902240","191232","Gaigalavas pamatskola",15,14,11,8,13,10,7,19,22
"4212901140","191233","Audriņu pamatskola",9,10,9,11,8,0,8,8,8
"4213900184","191302","Viļānu vidusskola",37,44,39,40,43,52,56,42,48
"4213901150","191305","Dricānu vidusskola",11,12,5,8,11,15,16,14,12
"4213901076","191307","Kaunatas vidusskola",22,19,14,18,15,26,20,32,28
"4213901149","191308","Tiskādu vidusskola",27,19,16,11,26,18,23,20,23
"4213901078","191310","Lūcijas Rancānes Makašānu Amatu vidusskola",7,7,1,8,4,10,5,8,9
"4213901152","191311","Nautrēnu vidusskola",20,21,12,19,16,20,22,28,24
"4213903054","191312","Maltas vidusskola",56,45,56,51,51,48,57,54,49
"4220900956","192201","Maltas speciālā internātpamatskola",3,2,7,2,11,0,16,15,12
"4220901170","192202","Tiskādu speciālā internātpamatskola",3,4,8,9,12,13,16,21,17
"4220901171","192203","Adamovas speciālā internātpamatskola",1,6,7,7,19,14,18,24,13
"4311901108","201105","Pļavniekkalna sākumskola",50,24,36,32,19,14,0,0,0
"4311902782","201107","Mārupes novada Skultes sākumskola",7,12,9,5,0,0,0,0,0
"4311902824","201108","Babītes novada pašvaldības Salas sākumskola",10,6,8,5,0,0,0,0,0
"4311902928","201109","Laurenču sākumskola",65,52,19,24,17,18,0,0,0
"4311802759","201180","Privātā sākumskola ""Vinnijs""",5,8,7,3,6,0,0,0,0
"4311802957","201181","Privātā Montessori sākumskola",1,3,3,2,0,0,0,0,0
"4311803037","201182","Privātā Montesori sākumskola ""Pētnieki""",3,0,0,0,0,0,0,0,0
"4312901089","201202","Siguldas 1. pamatskola",70,58,54,58,40,38,38,44,36
"4312901109","201204","Allažu pamatskola",14,14,8,15,10,11,16,16,10
"4312901110","201206","Carnikavas pamatskola",69,52,43,26,33,33,14,17,17
"4312901117","201207","Daugmales pamatskola",14,16,16,14,11,11,14,11,14
"4312901339","201209","Inčukalna pamatskola",21,22,21,17,16,23,25,14,22
"4312901121","201210","Mārupes pamatskola",46,39,28,37,25,24,14,14,14
"4312901114","201211","Sējas pamatskola",22,19,20,20,21,19,24,11,18
