"Novads","Skola","Kopvērtējums"
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola (š.cietums)",54.47%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātpamatskola",56.81%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",66.98%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",57.77%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",73.17%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",67.58%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",62.46%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",49.95%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Franču licejs",77.14%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Hanzas vidusskola",70.60%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",61.38%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Norma""",60.25%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",59.87%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 60. vidusskola",62.32%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",59.89%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",64.87%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",63.83%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 89. vidusskola",67.29%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Herdera vidusskola",65.74%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Purvciema vidusskola",61.52%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",67.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",74.18%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",51.51%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Centra krievu privātģimnāzija",87.00%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",73.27%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",58.62%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",71.28%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",65.20%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",51.11%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",68.03%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",69.50%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",67.61%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",61.33%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",40.86%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 37. vidusskola",42.73%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 46. vidusskola",65.26%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",69.21%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",51.21%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas pilsētas 2. ģimnāzija",68.13%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts tehnikums",45.00%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",59.25%
"Rojas novads","Rojas vidusskola",60.71%
"Ropažu novads","Zaķumuižas pamatskola",58.00%
"Ropažu novads","Ropažu vidusskola",53.65%
"Rucavas novads","Rucavas pamatskola",61.43%
"Rucavas novads","Sikšņu pamatskola",62.50%
"Rugāju novads","Eglaines pamatskola (Rugāju)",73.44%
"Rugāju novads","Rugāju novada vidusskola",60.22%
"Rundāles novads","Pilsrundāles vidusskola",69.27%
"Rūjienas novads","Rūjienas vidusskola",55.50%
"Rūjienas novads","Jeru pamatskola",44.25%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",66.33%
"Salacgrīvas novads","Salacgrīvas vidusskola",63.13%
"Salacgrīvas novads","Liepupes vidusskola",73.84%
"Salas novads","Biržu internātpamatskola",54.50%
"Salas novads","Biržu pamatskola",50.78%
"Salas novads","Salas vidusskola",68.04%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",61.69%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",58.27%
"Saldus novads","Saldus pamatskola",51.19%
"Saldus novads","Saldus 2. vidusskola",64.88%
"Saldus novads","Saldus Vakara vidusskola",50.20%
"Saldus novads","Saldus ģimnāzija",59.81%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",47.85%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",49.67%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",67.75%
"Saldus novads","Saldus novada pašvaldības Kurzemītes pamatskola",63.27%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",55.60%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",54.33%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",59.87%
"Saldus novads","Saldus novada pašvaldības Sātiņu pamatskola",52.33%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",60.00%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",45.63%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",59.34%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",59.13%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",69.00%
"Saulkrastu novads","Saulkrastu vidusskola",67.71%
"Saulkrastu novads","Zvejniekciema vidusskola",62.44%
"Sējas novads","Murjāņu sporta ģimnāzija",53.35%
"Sējas novads","Sējas pamatskola",59.38%
"Siguldas novads","Siguldas 1. pamatskola",60.41%
"Siguldas novads","Siguldas 2. vidusskola",65.48%
"Siguldas novads","Allažu pamatskola",61.50%
"Siguldas novads","Mores pamatskola",57.23%
"Smiltenes novads","Smiltenes ģimnāzija",70.15%
"Stopiņu novads","Stopiņu pamatskola",40.75%
"Stopiņu novads","Ulbrokas vidusskola",49.43%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",56.00%
"Strenču novads","Strenču novada vidusskola",60.39%
"Talsu novads","Stendes pamatskola",52.78%
"Talsu novads","Sabiles vidusskola",61.50%
"Talsu novads","Talsu Kristīgā vidusskola",64.30%
"Talsu novads","Valdemārpils vidusskola",66.75%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",51.00%
"Talsu novads","Talsu Valsts ģimnāzija",58.85%
"Talsu novads","Laidzes pamatskola",53.89%
"Talsu novads","Laucienes pamatskolas filiāle",55.10%
"Talsu novads","Pastendes pamatskola",70.06%
"Talsu novads","Pūņu pamatskola",72.55%
"Talsu novads","Pastendes pamatskolas filiāle",60.00%
"Talsu novads","Virbu pamatskola",72.20%
"Talsu novads","Vandzenes vidusskola",61.43%
"Tērvetes novads","Bukaišu pamatskola",57.18%
"Tērvetes novads","Tērvetes pamatskola",47.20%
"Tērvetes novads","Annas Brigaderes pamatskola",62.09%
"Tērvetes novads","Augstkalnes vidusskola",60.90%
"Tukuma novads","Tukuma 2. pamatskola",60.57%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",57.96%
"Tukuma novads","Tukuma 3. pamatskola",58.75%
"Tukuma novads","Tukuma 2. vidusskola",57.94%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",56.38%
"Tukuma novads","Tukuma Raiņa ģimnāzija",68.68%
"Tukuma novads","Praviņu pamatskola",58.67%
"Tukuma novads","Pūres pamatskola",57.29%
"Tukuma novads","Džūkstes pamatskola",60.25%
"Tukuma novads","Irlavas vidusskola",53.00%
"Tukuma novads","Tumes vidusskola",65.60%
"Tukuma novads","Zemgales vidusskola",60.32%
"Vaiņodes novads","Vaiņodes internātpamatskola",46.78%
"Valkas novads","Valkas pamatskola",58.59%
"Valkas novads","Valkas ģimnāzija",67.71%
"Valkas novads","Ērģemes pamatskola",44.83%
"Valkas novads","Kārķu pamatskola",64.56%
"Valkas novads","Ozolu pamatskola",52.67%
"Valkas novads","Vijciema pamatskola",55.80%
"Valmieras novads","Jaunburtnieku pamatskola",46.60%
"Valmieras novads","Rubenes pamatskola",57.54%
"Valmieras novads","Kocēnu pamatskola",64.82%
"Valmieras pilsēta","Valmieras 5. vidusskola",62.52%
"Valmieras pilsēta","Valmieras 2. vidusskola",55.41%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",55.09%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",60.72%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",63.39%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",51.00%
"Varakļānu novads","Varakļānu vidusskola",64.25%
"Varakļānu novads","Murmastienes pamatskola",60.50%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",53.57%
"Vārkavas novads","Vanagu pamatskola",73.86%
"Vārkavas novads","Vārkavas pamatskola",62.80%
"Vārkavas novads","Vārkavas vidusskola",59.41%
"Vecpiebalgas novads","Inešu pamatskola",65.00%
"Vecpiebalgas novads","Taurenes pamatskola",50.75%
"Vecpiebalgas novads","Dzērbenes vidusskola",66.00%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",60.62%
"Vecumnieku novads","Vecumnieku novada Domes Bārbeles pamatskola",72.33%
"Vecumnieku novads","Stelpes pamatskola",63.56%
"Vecumnieku novads","Misas vidusskola",64.15%
"Vecumnieku novads","Skaistkalnes vidusskola",65.00%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",53.69%
"Vecumnieku novads","Vecumnieku vidusskola",58.53%
"Ventspils novads","Piltenes vidusskola",64.13%
"Ventspils novads","Ances pamatskola",70.00%
"Ventspils novads","Jūrkalnes pamatskola",64.00%
"Ventspils novads","Popes pamatskola",66.64%
"Ventspils novads","Puzes pamatskola",53.71%
"Ventspils novads","Tārgales pamatskola",71.57%
"Ventspils novads","Užavas pamatskola",55.00%
"Ventspils novads","Zlēku pamatskola",67.86%
"Ventspils novads","Zūru pamatskola",60.00%
"Ventspils novads","Ugāles vidusskola",52.19%
"Ventspils pilsēta","Ventspils 1. pamatskola",53.44%
"Ventspils pilsēta","Ventspils 2. pamatskola",57.55%
"Ventspils pilsēta","Ventspils 4. vidusskola",67.86%
"Ventspils pilsēta","Ventspils 5. vidusskola",59.89%
"Ventspils pilsēta","Ventspils 2. vidusskola",54.44%
"Ventspils pilsēta","Ventspils 3. vidusskola",65.24%
"Ventspils pilsēta","Ventspils 6. vidusskola",56.37%
"Ventspils pilsēta","Ventspils vakara vidusskola",42.80%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",67.80%
"Viesītes novads","Viesītes vidusskola",66.12%
"Viesītes novads","Rites pamatskola",48.75%
"Viļakas novads","Upītes pamatskola",76.56%
"Viļakas novads","Viduču pamatskola",59.20%
"Viļakas novads","Kupravas pamatskola",56.00%
"Viļakas novads","Žīguru pamatskola",56.50%
"Viļakas novads","Rekavas vidusskola",65.73%
"Viļānu novads","Viļānu vidusskola",61.98%
"Viļānu novads","Dekšāru pamatskola",49.09%
"Zilupes novads","Zilupes vidusskola",53.87%
"Zilupes novads","Zilupes arodvidusskola",70.11%
