"Novads","Skola","Kopvērtējums"
"Rēzeknes pilsēta","Rēzeknes 5. vidusskola",36.42%
"Rēzeknes pilsēta","Rēzeknes Katoļu vidusskola",42.92%
"Rēzeknes pilsēta","Rēzeknes 2. vidusskola",51.57%
"Rēzeknes pilsēta","Rēzeknes 4. vidusskola",42.00%
"Rēzeknes pilsēta","Rēzeknes 6. vidusskola",42.42%
"Rēzeknes pilsēta","Rēzeknes 3. vidusskola",40.68%
"Rēzeknes pilsēta","Rēzeknes vakara vidusskola",40.91%
"Rēzeknes pilsēta","Rēzeknes valsts poļu ģimnāzija",37.52%
"Rēzeknes pilsēta","Rēzeknes logopēdiskā internātpamatskola",29.36%
"Riebiņu novads","Dravnieku pamatskola",38.30%
"Riebiņu novads","Galēnu pamatskola",43.83%
"Riebiņu novads","Rušonas pamatskola",39.65%
"Riebiņu novads","Sīļukalna pamatskola",48.48%
"Riebiņu novads","Silajāņu pamatskola",35.45%
"Riebiņu novads","Riebiņu vidusskola",38.98%
"Rīgas pilsēta (Centra raj.)","Pamatskola ""Rīdze""",45.19%
"Rīgas pilsēta (Centra raj.)","O.Kalpaka Rīgas Tautas daiļamatu pamatskola",37.29%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra daiļamatniecības pamatskola",43.61%
"Rīgas pilsēta (Centra raj.)","Rīgas Centra humanitārā vidusskola",46.57%
"Rīgas pilsēta (Centra raj.)","Rīgas Natālijas Draudziņas vidusskola ",38.38%
"Rīgas pilsēta (Centra raj.)","Rīgas 22. vidusskola",43.78%
"Rīgas pilsēta (Centra raj.)","Rīgas 40. vidusskola",45.54%
"Rīgas pilsēta (Centra raj.)","Rīgas Raiņa 8. vakara (maiņu) vidusskola",26.80%
"Rīgas pilsēta (Centra raj.)","Privātā Rīgas Tehnolingvistiskā ģimnāzija",43.29%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 1. ģimnāzija",56.82%
"Rīgas pilsēta (Centra raj.)","Rīgas Valsts 3. ģimnāzija",39.81%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valdorfskola",40.78%
"Rīgas pilsēta (Kurzemes raj.)","Iļģuciema vidusskola",40.38%
"Rīgas pilsēta (Kurzemes raj.)","Privātā vidusskola ""Patnis""",41.33%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 19. vidusskola",40.55%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 41. vidusskola",26.77%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 69. vidusskola",49.24%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Imantas vidusskola",35.46%
"Rīgas pilsēta (Kurzemes raj.)","Privātskola ""Latreia""",58.33%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 33. vidusskola",40.49%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 34. vidusskola",49.76%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 54. vidusskola",38.06%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 68. vidusskola",40.15%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 96. vidusskola",37.45%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas 71. vidusskola",37.69%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Anniņmuižas vidusskola",38.64%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Ostvalda vidusskola",44.19%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Valsts vācu ģimnāzija",43.79%
"Rīgas pilsēta (Kurzemes raj.)","Emīla Dārziņa mūzikas vidusskola",43.09%
"Rīgas pilsēta (Kurzemes raj.)","Rīgas Doma kora skola",51.98%
"Rīgas pilsēta (Latgales priekšp.)","Andreja Pumpura Rīgas 11. pamatskola",41.29%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Avotu pamatskola",40.12%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Pļavnieku pamatskola",41.41%
"Rīgas pilsēta (Latgales priekšp.)","Privātā pamatskola ""Maksima""",43.56%
"Rīgas pilsēta (Latgales priekšp.)","Jankas Kupalas Rīgas Baltkrievu pamatskola",42.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 25. vidusskola",48.10%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 6. vidusskola",39.63%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 93. vidusskola",35.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Kristīgā vidusskola",39.17%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lietuviešu vidusskola",47.14%
"Rīgas pilsēta (Latgales priekšp.)","Habad Ebreju privātā vidusskola",53.18%
"Rīgas pilsēta (Latgales priekšp.)","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",46.63%
"Rīgas pilsēta (Latgales priekšp.)","Privātā vidusskola ""INNOVA""",51.72%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 32. vidusskola",44.79%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 51. vidusskola",50.74%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 65. vidusskola",50.30%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 72. vidusskola",38.50%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 75. vidusskola",36.47%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 86. vidusskola",42.51%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 88. vidusskola",42.92%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola",42.27%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ķengaraga vidusskola",44.37%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 1. vidusskola",35.61%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 15. vidusskola",32.11%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas 92. vidusskola",37.91%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Krievu vidusskola",37.85%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Ukraiņu vidusskola",55.51%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Tālmācības vidusskola",36.45%
"Rīgas pilsēta (Latgales priekšp.)","Tālmācības vidusskola ""Rīgas Komercskola""",36.17%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas vakara ģimnāzija",36.71%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas pilsētas Pļavnieku ģimnāzija",39.00%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Sergeja Žoltoka vidusskola (š.cietums)",34.85%
"Rīgas pilsēta (Latgales priekšp.)","Rīgas Lastādijas internātpamatskola",34.09%
"Rīgas pilsēta (Vidzemes priekšp.)","Mežciema pamatskola",50.27%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Ezerkrastu pamatskola",31.73%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 45. vidusskola",40.31%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 49. vidusskola",41.18%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 64. vidusskola",43.77%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 84. vidusskola",43.50%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 85. vidusskola",39.07%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Juglas vidusskola",39.42%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Teikas vidusskola",48.80%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 63. vidusskola",44.07%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 74. vidusskola",44.48%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Herdera vidusskola",46.82%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Purvciema vidusskola",45.37%
"Rīgas pilsēta (Vidzemes priekšp.)","Š. Dubnova Rīgas Ebreju vidusskola",42.56%
"Rīgas pilsēta (Vidzemes priekšp.)","Biznesa un vadības privātvidusskola",43.18%
"Rīgas pilsēta (Vidzemes priekšp.)","Privātā vidusskola ""Klasika""",49.45%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 21. vidusskola",42.09%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 80. vidusskola",45.36%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 89. vidusskola",48.85%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Itas Kozakēvičas Poļu vidusskola",45.59%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas 9. vakara (maiņu) vidusskola",34.74%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Franču licejs",48.42%
"Rīgas pilsēta (Vidzemes priekšp.)","Rīgas Klasiskā ģimnāzija",47.14%
"Rīgas pilsēta (Zemgales priekšp.)","Friča Brīvzemnieka pamatskola",34.44%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Igauņu pamatskola",45.02%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Pārdaugavas pamatskola",43.48%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 47. vidusskola",41.07%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 94. vidusskola",38.21%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 53. vidusskola",45.93%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 61. vidusskola",39.79%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 95. vidusskola",47.14%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",48.14%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas 14. vakara (maiņu) vidusskola",30.11%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Angļu ģimnāzija",40.05%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Katoļu ģimnāzija",43.18%
"Rīgas pilsēta (Zemgales priekšp.)","Ziemeļvalstu ģimnāzija",38.60%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Zolitūdes ģimnāzija",47.09%
"Rīgas pilsēta (Zemgales priekšp.)","Āgenskalna Valsts ģimnāzija",47.59%
"Rīgas pilsēta (Zemgales priekšp.)","Rīgas Mūzikas internātvidusskola",43.01%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 7. pamatskola",43.50%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 28. vidusskola",37.88%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 31. vidusskola",36.00%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Jāņa Poruka vidusskola",36.70%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Kultūru vidusskola",42.24%
"Rīgas pilsēta (Ziemeļu raj.)","Puškina licejs",50.59%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 10. vidusskola",49.42%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 29. vidusskola",37.83%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 46. vidusskola",30.49%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Rīnūžu vidusskola",48.01%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 13. vidusskola",44.12%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 37. vidusskola",40.91%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 18. vakara (maiņu) vidusskola",29.49%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas Valsts 2. ģimnāzija",46.98%
"Rīgas pilsēta (Ziemeļu raj.)","Rīgas 66. speciālā vidusskola",35.40%
"Rojas novads","Mērsraga vidusskola",43.62%
"Rojas novads","Rojas vidusskola",38.33%
"Ropažu novads","Zaķumuižas pamatskola",46.21%
"Ropažu novads","Ropažu vidusskola",39.53%
"Rucavas novads","Rucavas pamatskola",46.44%
"Rucavas novads","Sikšņu pamatskola (Rucavas novads)",34.47%
"Rugāju novads","Rugāju novada Eglaines pamatskola",51.35%
"Rundāles novads","Pilsrundāles vidusskola",39.70%
"Rūjienas novads","Jeru pamatskola",40.91%
"Rūjienas novads","Rūjienas vidusskola",41.64%
"Salacgrīvas novads","Krišjāņa Valdemāra Ainažu pamatskola",50.88%
"Salacgrīvas novads","Salacgrīvas vidusskola",43.31%
"Salas novads","Biržu pamatskola",46.00%
"Salas novads","Salas vidusskola",41.79%
"Salas novads","Biržu internātpamatskola",41.04%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",40.12%
"Salaspils novads","Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",42.03%
"Saldus novads","Saldus pamatskola",42.39%
"Saldus novads","Saldus novada pašvaldības Jaunlutriņu pamatskola",41.86%
"Saldus novads","Saldus novada pašvaldības Kursīšu pamatskola",32.25%
"Saldus novads","Saldus novada pašvaldības Lutriņu pamatskola",39.18%
"Saldus novads","Saldus novada pašvaldības Nīgrandes pamatskola",39.83%
"Saldus novads","Saldus novada pašvaldības Pampāļu pamatskola",39.29%
"Saldus novads","Saldus novada pašvaldības Rubas pamatskola",39.83%
"Saldus novads","Saldus novada pašvaldības Striķu pamatskola",39.24%
"Saldus novads","Saldus novada pašvaldības Zirņu pamatskola",39.62%
"Saldus novads","Saldus 2. vidusskola",41.15%
"Saldus novads","Saldus 1.vidusskola",42.26%
"Saldus novads","Saldus novada pašvaldības Druvas vidusskola",43.81%
"Saldus novads","Saldus novada pašvaldības Ezeres vidusskola",30.93%
"Saldus novads","Saldus novada pašvaldības Kalnu vidusskola",36.65%
"Saldus novads","Saldus Vakara vidusskola",35.04%
"Saldus novads","Saldus novada pašvaldības Cieceres internātpamatskola",36.55%
"Saulkrastu novads","Saulkrastu vidusskola",40.40%
"Saulkrastu novads","Zvejniekciema vidusskola",44.34%
"Sējas novads","Sējas pamatskola",40.66%
"Sējas novads","Murjāņu sporta ģimnāzija",37.66%
"Siguldas novads","Siguldas 1. pamatskola",42.06%
"Siguldas novads","Allažu pamatskola",38.41%
"Siguldas novads","Mores pamatskola",31.06%
"Siguldas novads","Siguldas pilsētas vidusskola",31.85%
"Siguldas novads","Siguldas Valsts ģimnāzija",44.35%
"Skrīveru novads","Andreja Upīša Skrīveru vidusskola",40.88%
"Skrundas novads","Nīkrāces pamatskola",49.49%
"Skrundas novads","Oskara Kalpaka Rudbāržu pamatskola",45.45%
"Skrundas novads","Skrundas vidusskola",39.10%
"Skrundas novads","Skrundas Profesionālā vidusskola",33.14%
"Smiltenes novads","Bilskas pamatskola",49.04%
"Smiltenes novads","Blomes pamatskola",36.55%
"Smiltenes novads","Grundzāles pamatskola",38.08%
"Smiltenes novads","Palsmanes pamatskola",36.64%
"Smiltenes novads","Variņu pamatskola",45.20%
"Smiltenes novads","Smiltenes Centra vidusskola",42.77%
"Smiltenes novads","Smiltenes ģimnāzija",43.96%
"Stopiņu novads","Ulbrokas vidusskola",44.72%
"Stopiņu novads","Upesleju internātpamatskola – rehabilitācijas centrs",36.55%
"Talsu novads","Stendes pamatskola",30.09%
"Talsu novads","Talsu pamatskola",48.08%
"Talsu novads","filiāle ""Laidzes pamatskola""",33.33%
"Talsu novads","Laucienes pamatskola",46.00%
"Talsu novads","Laucienes pamatskolas filiāle",41.77%
"Talsu novads","Pastendes pamatskola",45.96%
"Talsu novads","Pūņu pamatskola",48.58%
"Talsu novads","Virbu pamatskola",47.16%
"Talsu novads","Vandzenes pamatskola",43.07%
"Talsu novads","Sabiles vidusskola",40.72%
"Talsu novads","Talsu 2. vidusskola",38.51%
"Talsu novads","Talsu Kristīgā vidusskola",45.92%
"Talsu novads","Valdemārpils vidusskola",41.80%
"Talsu novads","Talsu novada Vakara un neklātienes vidusskola",29.03%
"Talsu novads","Talsu Valsts ģimnāzija",44.74%
"Talsu novads","Laidzes Profesionālā vidusskola",35.04%
"Tērvetes novads","Annas Brigaderes pamatskola",30.45%
"Tērvetes novads","Bukaišu pamatskola",36.29%
"Tērvetes novads","Augstkalnes vidusskola",37.07%
"Tukuma novads","Tukuma 2. pamatskola",42.65%
"Tukuma novads","Tukuma E. Birznieka-Upīša 1. pamatskola",40.68%
"Tukuma novads","Džūkstes pamatskola",37.50%
"Tukuma novads","Pūres pamatskola",44.00%
"Tukuma novads","Dzīvā skola",32.58%
"Tukuma novads","Tukuma 3. pamatskola",40.56%
"Tukuma novads","Tukuma 2. vidusskola",37.69%
"Tukuma novads","Tumes vidusskola",36.33%
"Tukuma novads","Zemgales vidusskola (Tukuma novads)",40.95%
"Tukuma novads","Tukuma Vakara un neklātienes vidusskola",35.44%
"Tukuma novads","Tukuma Raiņa ģimnāzija",43.90%
"Vaiņodes novads","Vaiņodes vidusskola",34.55%
"Vaiņodes novads","Vaiņodes internātpamatskola",40.53%
"Valkas novads","Valkas pamatskola",38.75%
"Valkas novads","Ērģemes pamatskola",39.72%
"Valkas novads","Kārķu pamatskola",46.02%
"Valkas novads","Ozolu pamatskola",30.11%
"Valkas novads","Vijciema pamatskola",42.17%
"Valkas novads","Valkas ģimnāzija",41.39%
"Valmieras novads","Jura Neikena Dikļu pamatskola",35.15%
"Valmieras novads","Kocēnu pamatskola",45.77%
"Valmieras novads","Rubenes pamatskola",37.26%
"Valmieras pilsēta","Valmieras 5. vidusskola",44.38%
"Valmieras pilsēta","Valmieras Viestura vidusskola",38.13%
"Valmieras pilsēta","Valmieras 2. vidusskola",37.06%
"Valmieras pilsēta","Valmieras 2.vidusskolas filiāle",34.44%
"Valmieras pilsēta","Valmieras Pārgaujas ģimnāzija",42.15%
"Valmieras pilsēta","Valmieras Valsts ģimnāzija",41.06%
"Valmieras pilsēta","Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs",39.39%
"Varakļānu novads","Varakļānu novada pašvaldības Stirnienes pamatskola",33.84%
"Varakļānu novads","Varakļānu vidusskola",41.93%
"Vārkavas novads","Vārkavas pamatskola",51.30%
"Vārkavas novads","Vārkavas vidusskola",41.99%
"Vecpiebalgas novads","Taurenes pamatskola",43.94%
"Vecpiebalgas novads","Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts",28.79%
"Vecpiebalgas novads","Dzērbenes vidusskola",42.73%
"Vecpiebalgas novads","Vecpiebalgas vidusskola",40.41%
"Vecumnieku novads","Stelpes pamatskola",50.28%
"Vecumnieku novads","Misas vidusskola",36.89%
"Vecumnieku novads","Skaistkalnes vidusskola",44.81%
"Vecumnieku novads","Vecumnieku novada Domes Valles vidusskola",36.52%
"Vecumnieku novads","Vecumnieku vidusskola",42.07%
"Ventspils novads","Ances pamatskola",39.39%
"Ventspils novads","Jūrkalnes pamatskola",41.04%
"Ventspils novads","Popes pamatskola",35.77%
"Ventspils novads","Puzes pamatskola",50.88%
"Ventspils novads","Užavas pamatskola",42.17%
"Ventspils novads","Zlēku pamatskola",41.86%
"Ventspils novads","Zūru pamatskola",38.38%
"Ventspils novads","Piltenes vidusskola",38.73%
"Ventspils novads","Ugāles vidusskola",45.72%
"Ventspils pilsēta","Ventspils 4. vidusskola",38.99%
"Ventspils pilsēta","Ventspils 5. vidusskola",43.45%
"Ventspils pilsēta","Ventspils 2. vidusskola",43.96%
"Ventspils pilsēta","Ventspils 6. vidusskola",41.20%
"Ventspils pilsēta","Ventspils vakara vidusskola",30.54%
"Ventspils pilsēta","Ventspils 1. ģimnāzija",40.43%
"Viesītes novads","Rites pamatskola",40.06%
"Viesītes novads","Viesītes vidusskola",38.14%
"Viļakas novads","Kupravas pamatskola",37.69%
"Viļakas novads","Mežvidu pamatskola (Viļakas novads)",45.27%
"Viļakas novads","Viduču pamatskola",38.94%
"Viļakas novads","Žīguru pamatskola",36.62%
"Viļakas novads","Rekavas vidusskola",36.54%
"Viļakas novads","Viļakas Valsts ģimnāzija",41.17%
"Viļānu novads","Dekšāru pamatskola",44.02%
"Viļānu novads","Viļānu vidusskola",44.62%
"Zilupes novads","Zilupes vidusskola",41.41%
"Zilupes novads","Zilupes arodvidusskola",27.61%
